ID,EQUIPO_ID,PUNTOS,PUNTOS_MEDIA,NOMBRE,APODO,SLUG,POSICION_ID,POSICION,VALOR_MERCADO,ESTADO_JUGADOR,SEMANA_1,SEMANA_2,SEMANA_3,SEMANA_4,SEMANA_5,SEMANA_6,SEMANA_7,SEMANA_8,SEMANA_9,SEMANA_10,SEMANA_11,SEMANA_12,SEMANA_13,SEMANA_14,SEMANA_15,SEMANA_16,SEMANA_17,SEMANA_18,SEMANA_19,SEMANA_20,SEMANA_21,SEMANA_22,SEMANA_23,SEMANA_24,SEMANA_25,SEMANA_26,SEMANA_27,SEMANA_28,SEMANA_29,SEMANA_30,SEMANA_31,SEMANA_32,SEMANA_33,SEMANA_34,SEMANA_35,SEMANA_36,SEMANA_37,SEMANA_38,SEMANA_1_AGGR,SEMANA_2_AGGR,SEMANA_3_AGGR,SEMANA_4_AGGR,SEMANA_5_AGGR,SEMANA_6_AGGR,SEMANA_7_AGGR,SEMANA_8_AGGR,SEMANA_9_AGGR,SEMANA_10_AGGR,SEMANA_11_AGGR,SEMANA_12_AGGR,SEMANA_13_AGGR,SEMANA_14_AGGR,SEMANA_15_AGGR,SEMANA_16_AGGR,SEMANA_17_AGGR,SEMANA_18_AGGR,SEMANA_19_AGGR,SEMANA_20_AGGR,SEMANA_21_AGGR,SEMANA_22_AGGR,SEMANA_23_AGGR,SEMANA_24_AGGR,SEMANA_25_AGGR,SEMANA_26_AGGR,SEMANA_27_AGGR,SEMANA_28_AGGR,SEMANA_29_AGGR,SEMANA_30_AGGR,SEMANA_31_AGGR,SEMANA_32_AGGR,SEMANA_33_AGGR,SEMANA_34_AGGR,SEMANA_35_AGGR,SEMANA_36_AGGR,SEMANA_37_AGGR,SEMANA_38_AGGR
666,ATM,64,3.764705882352941,"Antoine Griezmann","Griezmann",griezmann,4,Delantero,11851903,ok,3,2,2,1,2,2,2,2,0,2,7,8,8,3,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,8,10,12,14,16,16,18,25,33,41,44,57,62,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
669,SEV,116,5.043478260869565,"Fernando Francisco Fernando","Fernando",fernando,3,Centrocampista,13287120,ok,7,7,4,6,6,8,3,4,7,6,2,2,6,1,5,8,8,0,3,7,5,2,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,18,90,24,32,35,39,46,52,54,56,62,63,68,76,84,84,93,100,105,107,107,109,116,116,116,116,116,116,116,116,116,116,116,116,116,116
673,GRA,23,1.6428571428571428,"Domingos Duarte","Domingos Duarte",domingos-duarte,2,Defensa,562182,ok,7,3,-5,1,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,5,6,18,20,24,24,24,24,24,24,24,24,24,24,24,24,24,26,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
674,LEV,25,1.5625,"Roberto Soldado Rillo","Soldado",soldado,4,Delantero,559956,ok,1,0,0,0,0,0,0,0,5,-1,0,1,4,1,1,2,1,4,0,7,0,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,6,5,5,6,10,11,12,14,15,19,19,26,26,27,27,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
675,SEV,54,3.176470588235294,"Óliver Torres Muñoz","Óliver Torres",oliver-torres,3,Centrocampista,559376,ok,0,0,0,0,0,0,0,0,2,13,1,0,2,2,1,3,5,0,1,6,3,9,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,16,16,18,20,21,24,29,29,30,36,39,48,49,50,54,54,54,54,54,54,54,54,54,54,54,54,54,54
679,GRA,11,0.7333333333333333,"Yan Brice Eteki","Eteki",eteki,3,Centrocampista,558499,ok,0,0,3,1,2,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,6,6,6,11,11,11,11,11,6,8,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
680,VIL,70,2.9166666666666665,"Moi Gómez","Moi Gómez",moi-gomez,3,Centrocampista,621887,ok,2,3,0,1,7,2,1,7,2,0,0,1,2,2,5,3,2,1,6,4,5,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,41,12,14,15,22,24,24,24,25,27,29,34,37,39,40,47,51,56,62,62,62,70,70,70,70,70,70,70,70,70,70,70,70,70,70
681,BET,161,6.708333333333333,"Nabil Fekir","Fekir",fekir,3,Centrocampista,67252972,ok,5,8,6,6,10,8,10,1,5,3,8,0,4,12,8,0,9,6,2,2,10,14,2,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,19,25,35,43,53,54,59,62,70,70,74,86,94,94,103,109,111,113,123,137,139,157,161,161,161,161,161,161,161,161,161,161,161,161,161,161
683,SEV,30,1.3636363636363635,"Nemanja Gudelj","Gudelj",gudelj,3,Centrocampista,558633,ok,1,0,0,3,0,1,0,0,7,0,0,2,0,0,0,0,2,4,6,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,20,20,2,2,2,9,9,9,11,11,11,11,11,13,17,26,28,28,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
687,BAR,23,3.2857142857142856,"Martin Braithwaite","Braithwaite",braithwaite,4,Delantero,571211,ok,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
691,GRA,65,3.611111111111111,"Darwin Daniel Machís Marcano","Machís",darwin-machis,4,Delantero,563205,ok,5,2,0,3,6,2,0,0,10,5,3,0,6,0,8,0,0,4,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,10,16,18,18,18,54,23,26,26,32,32,40,40,40,44,56,61,63,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
700,LEV,47,2.0434782608695654,"Óscar Duarte","Óscar Duarte",oscar-duarte,2,Defensa,558957,ok,3,0,4,0,4,0,0,6,0,0,4,2,4,2,0,0,0,-1,-1,9,9,0,-1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,11,11,11,17,17,17,21,23,27,29,29,29,29,28,27,36,44,44,35,35,47,47,47,47,47,47,47,47,47,47,47,47,47,47
701,RSO,45,3.75,"Ander Barrenetxea Muguruza","Barrenetxea",barrenetxea,3,Centrocampista,624121,injured,6,7,10,0,0,0,0,2,0,0,0,0,5,5,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,23,23,23,23,23,25,25,25,25,25,30,35,38,40,42,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
704,ALA,132,5.28,"José Luis Sanmartín","Joselu",joselu,4,Delantero,18873515,ok,4,3,1,8,2,4,1,2,2,18,5,7,13,8,7,3,7,3,9,5,1,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,98,10,14,15,17,19,37,42,49,62,70,77,80,87,90,107,112,113,116,124,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132
715,RSO,0,0,"Carlos Fernández","Carlos Fernández",carlos-fernández,4,Delantero,558841,injured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,VIL,125,5.681818181818182,"Pau Francisco Torres","Pau Torres",pau,2,Defensa,31625433,ok,0,0,0,-1,7,4,8,8,2,2,9,1,8,4,3,5,8,3,14,9,3,6,12,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,7,11,19,27,29,31,40,41,49,53,56,61,69,72,85,94,97,103,115,122,125,125,125,125,125,125,125,125,125,125,125,125,125,125
727,BET,90,4.090909090909091,"Alexandre Moreno Lopera","Álex Moreno",alex-moreno,2,Defensa,2152751,ok,1,0,0,4,2,4,0,2,5,11,1,1,-1,8,4,6,23,2,2,-1,0,4,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,7,11,11,13,18,29,30,31,30,38,42,48,71,73,75,74,74,78,78,79,90,90,90,90,90,90,90,90,90,90,90,90,90,90
728,LEV,26,1.3,"Nemanja Radoja","Radoja",radoja,3,Centrocampista,558516,injured,0,1,4,0,2,5,-1,0,7,0,0,0,0,0,0,2,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,7,12,11,11,18,18,18,18,18,18,18,20,20,20,21,22,22,22,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
729,OSA,30,1.2,"Oier Sanjurjo Maté","Oier",oier-1,3,Centrocampista,558659,ok,2,-1,1,0,2,1,2,2,1,6,1,2,0,2,3,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,4,5,7,9,10,16,17,19,19,21,24,25,25,27,27,28,28,29,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
732,BAR,29,5.8,"Anssumane Fati","Ansu Fati",anssu,4,Delantero,16862033,injured,0,0,0,0,0,0,7,2,9,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,18,22,22,22,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
734,SEV,140,6.666666666666667,"Yassine Bounou","Bono",bono,1,Portero,11839673,ok,0,7,5,7,16,4,8,4,9,0,5,11,7,1,2,8,9,4,9,0,0,0,10,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,107,28,32,40,44,53,53,58,69,76,77,79,87,96,100,116,116,116,116,126,134,140,140,140,140,140,140,140,140,140,140,140,140,140,140
736,GRA,61,2.9047619047619047,"Maxime Gonalons","Gonalons",gonalons,3,Centrocampista,559793,injured,7,5,-1,2,1,3,1,5,0,2,0,0,0,4,4,5,2,3,6,2,0,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,11,13,14,17,18,23,23,25,25,25,25,29,33,38,40,43,49,51,51,53,57,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61
742,VAL,41,3.727272727272727,"Thierry Rendall Correia","Thierry Correia",thierry-correia,2,Defensa,575462,injured,7,1,6,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,18,21,21,21,21,21,21,21,24,24,24,24,24,24,24,30,30,34,35,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
743,LEV,50,2.1739130434782608,"Roberto Suárez Pier","Rober Pier",rober-pier,2,Defensa,563697,ok,4,10,0,6,2,3,2,4,0,0,0,0,2,0,0,0,0,0,1,7,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,14,20,22,25,27,31,31,31,31,31,33,33,33,33,33,33,34,41,48,41,41,41,50,50,50,50,50,50,50,50,50,50,50,50,50,50
749,ATM,23,1.0454545454545454,"Šime Vrsaljko","Vrsaljko",vrsaljko,2,Defensa,558758,ok,1,0,0,0,0,6,0,0,0,0,0,0,6,5,0,-2,0,0,0,2,0,0,-1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,7,7,7,7,7,7,7,13,18,18,16,16,16,16,18,19,18,17,19,23,23,23,23,23,23,23,23,23,23,23,23,23,23
750,RSO,0,0,"Ignacio Monreal","Monreal",monreal,2,Defensa,558985,injured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,ATH,116,5.8,"Oihan Sancet Tirapu","Sancet",o-sancet-1,4,Delantero,6288336,ok,6,7,9,0,0,0,0,2,4,2,6,2,5,2,1,2,2,9,22,5,8,0,9,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,22,22,22,22,22,24,46,26,32,34,39,41,42,48,50,59,89,94,67,67,103,105,116,116,116,116,116,116,116,116,116,116,116,116,116,116
768,VAL,59,2.95,"Dimitri Foulquier","Foulquier",foulquier,2,Defensa,575404,ok,6,2,0,2,1,1,3,10,0,0,-2,12,3,6,3,0,2,0,0,0,3,0,7,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,10,11,12,15,25,25,25,23,35,38,44,47,47,49,49,49,49,52,52,59,60,59,59,59,59,59,59,59,59,59,59,59,59,59,59
773,BET,11,1.2222222222222223,"Víctor Camarasa","Camarasa",camarasa,3,Centrocampista,558500,doubtful,0,0,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,6,7,9,9,9,9,9,9,9,9,9,9,9,9,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
775,BET,97,4.409090909090909,"Guido Rodríguez","Guido Rodríguez",guido-rodriguez,3,Centrocampista,4987725,ok,0,0,4,10,7,5,8,3,1,4,3,3,-1,0,5,7,5,2,0,3,9,10,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,21,26,34,37,38,42,45,48,47,47,52,59,64,66,66,69,78,88,92,92,97,97,97,97,97,97,97,97,97,97,97,97,97,97
776,BAR,26,1.0833333333333333,"Ricard Puig Martí","Riqui Puig",riqui-puig,3,Centrocampista,559346,ok,0,0,0,0,2,1,3,2,0,0,0,2,1,2,0,3,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,3,6,8,8,8,8,10,11,13,13,16,16,18,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
783,MLL,54,2.347826086956522,"Fernando Niño","Fer Niño",fer-nino,4,Delantero,570701,ok,0,7,5,2,4,0,9,4,2,1,2,0,1,0,0,2,1,1,3,6,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,14,18,18,27,31,33,34,36,36,37,37,37,39,40,41,44,50,50,52,52,52,54,54,54,54,54,54,54,54,54,54,54,54,54,54
786,SEV,23,2.5555555555555554,"Jesús Joaquín Fernández Sáez","Suso",suso,4,Delantero,566557,injured,0,2,3,0,0,0,3,1,3,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,5,8,9,12,21,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
789,VIL,33,1.9411764705882353,"Francisco Alcácer Garcia","Alcácer",paco-alcacer,4,Delantero,563352,ok,0,0,0,0,2,8,3,0,2,0,1,1,8,0,0,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,13,13,15,15,16,17,25,25,25,28,29,29,29,29,29,29,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
793,ATM,131,5.954545454545454,"Yannick Ferreira Carrasco","Carrasco",carrasco-1,3,Centrocampista,34747496,ok,4,6,3,13,3,0,1,7,4,4,2,21,3,12,9,0,1,3,8,2,0,13,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,13,26,29,29,30,37,96,41,43,64,67,79,88,88,89,92,104,106,106,119,125,125,131,131,131,131,131,131,131,131,131,131,131,131,131,131
794,ALA,43,2.0476190476190474,"Édgar Méndez","Édgar Méndez",edgar,3,Centrocampista,558853,ok,2,4,2,1,0,0,0,0,2,2,3,4,2,3,3,2,2,2,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,34,34,34,34,34,10,12,15,19,21,24,27,29,31,33,35,37,39,40,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
801,CAD,96,3.84,"Luis Alfonso Espino García","A. Espino",a-espino,2,Defensa,1636630,suspended,9,7,0,3,12,7,-1,6,2,5,1,1,10,-1,-1,3,5,6,4,1,1,6,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,16,19,31,38,37,43,45,50,51,52,62,61,60,63,68,74,78,79,80,86,87,91,96,96,96,96,96,96,96,96,96,96,96,96,96,96
804,CAD,0,0,"David Gil Mohedano","David Gil",david-gil,1,Portero,558461,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,CAD,68,3.4,"Rafael Giménez 'Fali'","Fali",fali,2,Defensa,568688,ok,6,4,2,1,5,2,0,8,3,2,9,0,2,-1,1,0,5,9,0,2,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,12,13,18,20,20,28,31,33,42,42,44,43,44,44,49,58,58,60,62,63,63,63,68,68,68,68,68,68,68,68,68,68,68,68,68,68
807,CAD,39,2.1666666666666665,"Carlos Akapo Martínez","Akapo",akapo,2,Defensa,558686,ok,2,5,0,0,0,1,1,0,0,0,0,0,1,0,0,1,5,10,4,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,7,7,7,8,9,9,9,9,9,9,10,10,10,11,16,26,30,30,30,30,30,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39
808,CAD,29,1.2608695652173914,"Juan Torres Ruiz","Cala",cala,2,Defensa,558965,ok,0,0,-1,-2,0,0,-1,3,0,0,0,2,9,-2,1,0,3,9,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8,9,9,12,21,21,25,27,27,27,27,29,29,29,29,29,29,29,29,29,29,29,29,29,29
809,CAD,57,2.85,"Isaac Carcelen Valencia","Iza Carcelén",iza-c,2,Defensa,559423,doubtful,2,2,2,2,3,7,0,10,3,3,3,3,5,-1,0,2,0,0,2,0,3,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,8,11,18,18,28,31,34,37,40,45,44,44,46,46,46,48,48,51,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
812,CAD,37,2.176470588235294,"Iván Alejo Peralta","Alejo",i-alejo,4,Delantero,558693,ok,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,4,6,2,2,6,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,3,7,13,15,17,23,31,35,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
813,CAD,98,4.9,"Anthony Rubén Lozano Colón","Lozano",lozano,4,Delantero,837197,ok,5,6,1,0,11,2,2,0,3,2,18,7,7,1,5,5,4,2,0,0,2,6,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,12,12,23,25,27,27,30,32,50,57,64,65,70,75,79,81,81,81,83,89,89,94,98,98,98,98,98,98,98,98,98,98,98,98,98,98
816,CAD,1,0.3333333333333333,"José María Martín-Bejarano","Jose Mari",jose-mari,3,Centrocampista,558768,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
817,CAD,90,3.9130434782608696,"Alejandro Fernández Iglesias","Alex Fernández",alex,3,Centrocampista,1377385,doubtful,3,2,17,1,3,0,0,4,2,3,8,4,7,2,3,7,4,7,2,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,22,23,26,26,26,30,32,35,43,47,54,56,59,66,70,77,79,80,81,87,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
818,CAD,46,2.4210526315789473,"Alberto Perea","A. Perea",a-perea,3,Centrocampista,559384,ok,2,3,0,0,0,2,1,0,3,7,0,4,8,1,3,5,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,5,7,8,8,11,18,18,22,30,31,34,39,39,39,39,39,43,43,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
822,CAD,72,3.272727272727273,"Salvador Sánchez Ponce","Salvi Sánchez",salvi-sanchez,4,Delantero,566431,ok,2,3,10,5,2,4,3,3,3,3,2,0,7,3,2,0,0,0,0,0,3,9,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,15,20,22,26,29,32,35,38,40,40,47,50,52,52,52,52,52,52,55,64,66,70,72,72,72,72,72,72,72,72,72,72,72,72,72,72
838,ELC,46,2.090909090909091,"Gonzalo Verdú","Verdú",gonzalo-verdu,2,Defensa,560373,ok,7,2,1,7,4,0,0,3,3,1,0,0,0,0,0,0,0,0,2,2,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,10,17,21,21,21,24,27,28,28,28,28,28,28,28,28,28,30,32,38,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
842,ELC,95,3.8,"Pere Milla Peña","Pere Milla",pere-milla,4,Delantero,1050733,ok,4,4,2,-1,2,1,2,2,0,2,2,7,0,0,0,6,2,6,4,14,3,5,14,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,9,11,12,14,16,16,18,20,27,27,27,27,33,35,41,45,59,62,67,81,85,95,95,95,95,95,95,95,95,95,95,95,95,95,95
844,ELC,70,2.8,"Edgar Badía Guardiona","Edgar Badia",edgar-badia,1,Portero,760541,ok,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,12,4,4,12,5,10,6,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,21,25,29,41,46,56,62,65,67,70,70,70,70,70,70,70,70,70,70,70,70,70,70
845,ELC,106,4.818181818181818,"Fidel Chaves de la","Fidel",fidel,3,Centrocampista,1407169,ok,8,3,8,5,0,3,5,8,1,2,2,4,4,0,7,8,3,2,6,0,0,8,13,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19,24,24,27,32,40,41,43,45,49,53,53,60,68,71,73,79,79,79,87,100,102,106,106,106,106,106,106,106,106,106,106,106,106,106,106
846,ELC,47,1.88,"José Antonio Fernández Pomares","Josan",josan,3,Centrocampista,558832,ok,4,1,4,0,0,4,0,2,2,0,0,0,1,2,1,8,4,1,2,2,2,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,9,9,13,13,15,17,17,17,17,18,20,21,29,33,34,36,38,40,41,42,44,47,47,47,47,47,47,47,47,47,47,47,47,47,47
850,OSA,67,3.0454545454545454,"Álvaro Juan Cruz Armada","Juan Cruz",juan-cruz-1,2,Defensa,611981,ok,0,0,0,0,0,0,0,0,3,2,7,0,0,5,0,6,1,5,0,6,3,11,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,12,12,17,17,23,24,29,29,35,38,49,58,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67
853,GRA,112,5.333333333333333,"Luis Milla Manzanares","Milla",l-milla,3,Centrocampista,4085950,ok,6,5,-1,0,6,7,4,7,4,8,8,6,0,0,0,8,7,5,8,5,1,2,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,10,10,16,23,27,34,80,42,50,56,56,56,56,64,71,76,88,93,94,96,99,103,112,112,112,112,112,112,112,112,112,112,112,112,112,112
855,RAY,18,4.5,"Martín Merquelanz Castellanos","Merquelanz",merquelanz,3,Centrocampista,559691,injured,4,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
856,RSO,9,0.9,"Jon Guridi Aldalur","Guridi",guridi,3,Centrocampista,558598,ok,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9
859,VAL,28,2.3333333333333335,"Antonio Latorre Grueso","Lato",lato,2,Defensa,558531,suspended,0,0,0,0,3,-1,3,8,0,0,0,0,0,0,0,2,2,0,0,0,1,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,13,13,13,13,13,13,13,13,15,17,17,17,17,18,25,25,25,28,28,28,28,28,28,28,28,28,28,28,28,28,28
863,CAD,78,3.12,"Álvaro Negredo","Negredo",a-negredo,4,Delantero,639307,ok,2,9,3,1,1,3,3,4,2,3,0,6,1,0,1,1,0,2,5,0,11,10,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,14,15,16,19,22,26,28,31,31,37,38,38,39,40,40,42,47,47,58,68,69,74,78,78,78,78,78,78,78,78,78,78,78,78,78,78
864,CAD,67,2.9130434782608696,"Jens Jonsson","Jonsson",jonsson,3,Centrocampista,562699,ok,4,1,0,2,2,3,6,7,3,2,2,4,7,0,1,3,4,7,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,7,9,12,18,25,28,30,32,36,43,43,44,47,51,58,61,64,64,64,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
868,RSO,70,4.375,"David Silva","David Silva",silva-2,3,Centrocampista,5533313,ok,0,6,10,7,0,0,0,0,0,6,6,4,6,5,0,0,0,2,3,0,0,4,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,23,23,23,23,23,23,29,35,39,45,50,50,50,50,52,55,55,55,59,61,68,70,70,70,70,70,70,70,70,70,70,70,70,70,70
873,OSA,111,4.625,"Lucas Torró Marset","Torró",lucas-torro,3,Centrocampista,1156423,ok,6,7,4,-1,7,3,0,5,8,3,7,0,3,6,0,7,3,4,4,5,3,8,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,17,16,23,26,26,31,39,42,49,49,52,58,58,65,68,72,76,81,84,92,99,106,111,111,111,111,111,111,111,111,111,111,111,111,111,111
874,GET,47,1.9583333333333333,"Óscar Rodríguez Arnáiz","Oscar",oscar-4,3,Centrocampista,700435,ok,8,6,3,0,1,0,0,2,2,2,0,0,0,0,1,0,5,0,1,1,1,6,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,17,17,18,18,18,20,22,24,24,24,24,24,25,25,30,30,31,32,33,39,41,43,47,47,47,47,47,47,47,47,47,47,47,47,47,47
